0,2023,14.637731,0.358238,9,0,0.000000
1,2023,14.647080,5.151480,8,0,0.000000
2,2023,13.958129,15.711623,7,1,21.975809
3,2023,17.830643,21.170578,8,0,24.303024
4,2023,13.132731,19.080971,9,0,36.208412
5,2023,13.432873,25.190565,10,0,28.685658
6,2023,10.502182,22.480986,11,1,24.297588
7,2023,8.861307,26.879107,11,2,13.659164
8,2023,6.649064,20.872293,11,1,9.652523
9,2023,7.018073,15.482143,9,2,17.074598
10,2023,9.574512,5.874731,9,3,9.258568
11,2023,11.681334,4.212165,8,2,0.698316
12,2024,12.463682,3.546624,6,3,0.000000
13,2024,13.715558,2.506580,4,2,0.000000
14,2024,17.053303,7.999261,2,1,0.297396
15,2024,17.100765,15.219023,1,0,25.447489
16,2024,16.080063,24.133821,2,0,27.095272
17,2024,12.191616,23.231108,3,0,29.399845
18,2024,10.142187,30.467827,4,0,26.419050
19,2024,9.225821,20.069670,5,0,34.761536
20,2024,6.296334,14.026985,6,0,45.125568
21,2024,7.598959,10.596246,7,0,48.101925
22,2024,10.295841,10.032688,8,1,50.836876
23,2024,10.841180,3.203116,8,0,43.030418
24,2025,14.826845,3.899903,9,1,35.395615
25,2025,14.265554,5.889734,10,0,27.848312
26,2025,14.710663,16.618944,11,1,46.623379
27,2025,17.430614,20.986015,12,2,45.881134
28,2025,14.183234,25.809725,13,1,34.875217
29,2025,13.370916,30.573248,13,2,21.895260
30,2025,11.721067,25.359039,14,3,10.160616
31,2025,9.380645,25.412251,12,4,0.000000
32,2025,7.231213,18.020994,10,5,3.581630
33,2025,7.829619,12.730469,8,4,9.411098
34,2025,7.687069,7.810603,8,3,4.295091
35,2025,12.556890,3.148755,6,2,0.000000
36,2026,11.413694,5.862512,5,1,0.000000
37,2026,13.232843,5.369710,4,0,0.000000
38,2026,16.172367,13.769029,3,0,21.805698
39,2026,14.331980,21.045685,4,1,30.091103
40,2026,15.694578,20.603783,5,2,38.857044
41,2026,14.903761,24.653355,5,3,35.893646
42,2026,10.130438,21.654591,5,2,38.632389
43,2026,8.493308,18.614027,6,1,49.993107
44,2026,6.281590,22.210440,6,0,47.930603
45,2026,10.036962,12.335625,7,1,60.254730
46,2026,8.581797,2.755699,8,2,53.365459
47,2026,10.007896,5.427835,8,1,46.287228
48,2027,13.588557,4.339029,9,0,38.795490
49,2027,14.642809,11.017096,10,1,45.123817
50,2027,13.984640,16.961014,11,0,63.263901
51,2027,14.718034,23.419786,12,1,56.287704
52,2027,13.139639,22.856123,13,2,49.583591
53,2027,12.673870,30.933418,13,3,36.597458
54,2027,10.105601,26.630007,13,2,24.082211
55,2027,9.910221,22.387789,13,1,16.675243
56,2027,6.284691,17.961477,14,0,17.388891
57,2027,8.200203,12.245716,15,0,18.416332
58,2027,10.359320,12.028469,16,1,20.975655
59,2027,11.981915,7.426985,17,2,8.361773
60,2028,12.523419,8.311733,15,3,0.000000
61,2028,15.354098,4.261436,13,4,0.000000
62,2028,17.329763,8.961057,11,5,0.000000
63,2028,14.188530,17.069885,9,6,16.841913
64,2028,15.807684,23.336042,9,7,11.926231
65,2028,13.234203,31.710497,9,6,2.932574
66,2028,11.524115,26.565964,7,5,0.000000
67,2028,10.408691,22.575718,5,4,0.000000
68,2028,6.804408,20.974863,3,3,1.902473
69,2028,9.225876,11.135862,1,2,11.587004
70,2028,10.671920,8.549080,1,1,16.060390
71,2028,9.494137,9.859744,1,0,23.619873
